product_name,price,old_price,discount,product_url,image_url,rating
, 17499,,,https://www.jumia.co.ke/hp-refurbished-mt31-mobile-thin-client-intel-celeron-3867u-13.3-hd-4gb-ram-128gb-ssd-500gb-hdd-windows-11-pro-312651464.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/4156213/1.jpg?1521,
, 44999,,10%,https://www.jumia.co.ke/hp-refurbished-elitebook-1030-g2-x360-core-i7-16gb-512gb-ssd-2in1-13.3-touchscreen-fhd-bag-306745441.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/4547603/1.jpg?5110,
, 28900,,28%,https://www.jumia.co.ke/hp-refurbished-elitebook-840-g3-16gb-512gb-ssd-14-inch-core-i5-6th-gen-win-10-278883797.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/7388872/1.jpg?7861,
, 37900,,24%,https://www.jumia.co.ke/hp-refurbished-elitebook-folio-1040-g3-core-i7-16gb-ram-256gb-ssd-6th-gen-touchscreen-14-ultrabook-laptop-.-304696299.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/2696403/1.jpg?7532,
, 42790,,29%,https://www.jumia.co.ke/hp-refurbished-elitebook-830-g7-core-i5-16gb-512gb-ssd-10th-gen-13.3-inch-fhd-touchscreen-laptop-bacpack-bag-307243859.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/8342703/1.jpg?9648,
, 42999,,28%,https://www.jumia.co.ke/hp-refurbished-elitebook-840-g6-core-i7-16gb-ram-256gb-ssd-8th-gen-14inch-ultra-slim-laptop-bag.-168553664.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/6355861/1.jpg?1045,
, 26900,,10%,https://www.jumia.co.ke/hp-refurbished-probook-430-g6-core-i5-8th-gen-8gb-256gb-ssd-13.3-inch-ultrabook-laptop-306428405.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/4824603/1.jpg?1607,
, 13900,,31%,https://www.jumia.co.ke/lenovo-refurbished-300e-x360-8gb-128gb-ssd-11.6-touchscreen-intel-pentium-9th-gen-windows-11-pro-slim-laptop-bag-312399614.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/6993213/1.jpg?3820,
, 10500,,48%,https://www.jumia.co.ke/hp-stream-11-pro-refurbished-11.6-intel-celeron-4gb-ram-64gb-ssd-ultra-slim-laptop-mouse-306829189.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/1928603/1.jpg?9767,
, 22900,,43%,https://www.jumia.co.ke/refurbished-elitebook-840-g3-core-i5-8gb-256gb-ssd-14-inch-6th-gen-win-10-laptop-bag-hp-mpg1291458.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/7272161/1.jpg?4325,
, 23900,,32%,https://www.jumia.co.ke/dell-refurbished-5400-core-i5-8gb-ram-256gb-ssd-8th-gen-14-fhd-touchscreen-windows-11-pro-business-laptop-mouse-313119667.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/6911313/1.jpg?9115,
, 41999,,26%,https://www.jumia.co.ke/hp-refurbished-elitebook-840-g5-core-i5-16gb-512gb-ssd-14-touchscreen-8th-gen-quad-core-slim-laptop.-161234812.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/8432161/1.jpg?7191,
, 37900,,16%,https://www.jumia.co.ke/hp-refurbished-elitebook-840-g5-core-i7-8gb-256gb-ssd-8th-gen-14-inch-touchscreen-ultrabook-laptop-bag-306376116.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/1673603/1.jpg?4753,
, 24900,,34%,https://www.jumia.co.ke/refurbished-elitebook-840-g3-core-i7-8gb-ram-256gb-ssd-14-inch-6th-gen-win-10-laptop-hp-mpg1337397.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/2649161/1.jpg?1164,
, 36400,,9%,https://www.jumia.co.ke/apple-refurbished-macbook-air-intel-core-i5-4gb-ram-256gb-ssd-13.3-display-a1466-2015-macos-laptop-292055965.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/9550292/1.jpg?0375,
, 19900,,31%,https://www.jumia.co.ke/hp-refurbished-probook-x360-core-i5-8gb-128gb-ssd-11e-7th-gen-11.6-touchscreen-laptop-297886263.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/2688792/1.jpg?9098,
, 43290,,50%,https://www.jumia.co.ke/hp-notebook-15-intel-celeron-n-series-15.6-500gb-ssd4gb-ram.1-yr-wrty-251263427.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/4362152/1.jpg?9393,
, 310050,,50%,https://www.jumia.co.ke/lenovo-thinkpad-x1-carbon-g10-14-inches-12th-gen-intel-core-i7-16gb-512gb-ssd-win-11-pro-black1-yr-wrty-250571655.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/6175052/1.jpg?9711,
, 138060,,50%,https://www.jumia.co.ke/hp-envy-x360-intel-core-i7-1355u-16gb-ram-1tb-ssd-15.6-inches-fhd-multitouch-display1-yr-wrty-250588431.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/4885052/1.jpg?4106,
, 78390,,50%,https://www.jumia.co.ke/dell-vostro-3510-intel-core-i5-4gb-ram-1tb-ssd-15.6.1-yr-wrty-250596018.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/0695052/1.jpg?3189,
, 125190,,,https://www.jumia.co.ke/lenovo-thinkpad-e15-15.6-12th-gen-intel-core-i5-8gb-ram-512gb-ssd-dos-black.1-yr-wrty-250592327.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/3295052/1.jpg?2939,
, 102960,,50%,https://www.jumia.co.ke/hp-15s-15.6-hd-display-intelr-coretm-i7-1255u-12th-gen-8gb-ddr4-ram-512gb-ssd.1-yr-wrty-250580561.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/5085052/1.jpg?3408,
, 115000,,8%,https://www.jumia.co.ke/hp-envy-x360-2-in-1-laptop-core-7-150u-16gb-ram-512gb-ssd-14-fhd-touchscreen-display-windows-11-natural-silver-1yr-wrty-265240061.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/0042562/1.jpg?1234,
, 150000,,6%,https://www.jumia.co.ke/hp-elitebook-840-g10-intel-core-i5-1335u-16gb-ram-512gb-ssd-windows-11-14-wuxga-silver-305860449.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/4068503/1.jpg?3576,
, 89999,,5%,https://www.jumia.co.ke/hp-laptop-15-intel-core-i7-1355u-8gb-ram-512gb-ssd-windows-11-15.6-fhd-silver-305952917.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/9259503/1.jpg?4475,
, 124000,,5%,https://www.jumia.co.ke/hp-probook-460-g11-intel-core-ultra-7-155u-16gb-ram-512gb-ssd-windows-11-16-wuxga-silver-305972527.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/5279503/1.jpg?7676,
, 118000,,5%,https://www.jumia.co.ke/hp-probook-440-g10-laptop-core-i7-1355u-16gb-ram-512gb-ssd-14-fhd-display-windows-11-fingerprint-reader-pike-silver-aluminum-1yr-wrty-250653597.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/5356052/1.jpg?7927,
, 49999,,12%,https://www.jumia.co.ke/lenovo-ideapad-1-14iau7-core-i3-1215u-4gb-ram-256gb-ssd-14-hd-display-windows-11-pro-cloud-grey-1yr-wrty-234307601.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/6703432/1.jpg?1539,
, 124000,,5%,https://www.jumia.co.ke/hp-probook-450-g10-intel-core-i7-1355u-16gb-ram-512gb-ssd-windows-11-15.6-fhd-silver-305961528.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/5169503/1.jpg?2212,
, 230000,,4%,https://www.jumia.co.ke/hp-omen-gaming-laptop-intel-core-i7-13620h-16gb-ram-1tb-ssd-nvidia-geforce-rtx-40608gb-gddr6-16.1-fhd-black-306158672.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/6851603/1.jpg?4179,
, 220000,,8%,https://www.jumia.co.ke/hp-spectre-x360-2-in-1-laptop-core-ultra-7-155h-16gb-ram-1tb-ssd-14-2.8k-oled-120hz-touch-screen-fingerprint-reader-nightfall-black-1yr-wrty-265240853.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/8042562/1.jpg?2551,
, 58200,,6%,https://www.jumia.co.ke/apple-refurbished-imac-all-in-one-143-in141telr-coretm-i5-4th-gen-16-gb-ram-1tb-ssd-21.5-inch-display-2.90-ghz-late-2013-265024526.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/5420562/1.jpg?5652,
, 56549,,14%,https://www.jumia.co.ke/apple-refurbished-all-in-one-imac-162-21.5-inch-display-late-2015-intelrcoretm-i5-5th-gen-16-gb-ram-1tb-2.80-ghz-309238955.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/9832903/1.jpg?5390,
, 67500,,10%,https://www.jumia.co.ke/apple-refurbished-all-in-one-imac-181-21.5-inch-mid-2017-intelrcoretm-i5-7th-gen-2.30-ghz-8gb-ram-1tb-308014599.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/5410803/1.jpg?2638,
, 22750,,23%,https://www.jumia.co.ke/hp-refurbished-compaq-all-in-one-pc-4300-3rd-generation-intel-core-i3-4gb-ram-500-gb-hdd-20-inch-display-210296380.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/3692012/1.jpg?4426,
, 26500,,10%,https://www.jumia.co.ke/hp-refurbished-all-in-one-elite-8300-23-touchscreen-intelr-coretm-i3-3rd-generation-3.30-ghz-4-gb-ram-500-hdd-windows-10-pro-307375309.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/3573703/1.jpg?5081,
, 22500,,12%,https://www.jumia.co.ke/hp-refurbished-compaq-6300-aio-core-i3-4gb-ram-500gb-hdd-21.5-lcd-webcam-win-10-pro-170188562.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/5881071/1.jpg?2395,
, 79000,,,https://www.jumia.co.ke/apple-mac171-27-late-2015-intelr-coretm-i5-6500-cpu-at-3.20ghz-8gb-1tb-265033234.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/2330562/1.jpg?9848,
, 101500,,3%,https://www.jumia.co.ke/lenovo-thinkcentre-neo-50a-gen-5-24-inch-intel-intelr-coretm-i5-13420h-8gb-so-dimm-ddr5-5200-512gb-ssd-m.2-2280-pcier-4.0x4-nvmer-23.8-fhd-1920x1080-display-all-in-one-pc-303773362.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/3377303/1.jpg?7917,
, 107640,,50%,https://www.jumia.co.ke/lenovo-ideacentre-all-in-one-24-12th-gen-intel-core-i5-4gb-ram-1tb-hdd-white.1-yr-wrty-251846867.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/8648152/1.jpg?1552,
, 78000,,,https://www.jumia.co.ke/hp-brand-new-eliteone-800-g5-intel-core-i5-9th-gen-16-gb-512-gb-23.8-display-all-in-on-288277613.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/6772882/1.jpg?3998,
, 260000,,4%,https://www.jumia.co.ke/hp-pavilion-27-intel-core-i7-13700t-16gb-ram-1tb-ssd-nvidia-geforce-rtx-3050-4gb-gddr6-dedicated-27-fhd-touchscreen-white-306380878.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/8083603/1.jpg?6035,
, 28000,,42%,https://www.jumia.co.ke/dell-delll-optiplex-7450-core-i5-7th-generation-8gb-ram-256gb-ssd-refubrished-305666392.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/3666503/1.jpg?1436,
, 27000,,40%,https://www.jumia.co.ke/dell-delll-optiplex-7440-core-i5-6th-generation-8gb-ram-256-ssd-refubrished-305675013.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/0576503/1.jpg?0433,
, 105000,,5%,https://www.jumia.co.ke/hp-all-in-one-24-intel-core-i5-1335u-8gb-ram-512gb-ssd-windows-11-23.8-fhd-black-306380629.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/6083603/1.jpg?5198,
, 26999,,12%,https://www.jumia.co.ke/dell-refurbished-all-in-one-9010-intelr-coretm-i5-3rd-generation-8-gb-ram-128-hdd-windows-8-259239356.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/3932952/1.jpg?2184,
, 799,,54%,https://www.jumia.co.ke/wireless-bluetooth-2.4g-dual-mode-rechargeable-optical-mouse-gray-309584570.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/5485903/1.jpg?1407,
, 8399,,30%,https://www.jumia.co.ke/modio-kids-study-tablets-256gb6gb-5g-4000mah-with-simcard-slot-silicone-covertouch-pen-261299048.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/0992162/1.jpg?0456,
, 460 -  1998,,,https://www.jumia.co.ke/boost-2gb-4gb-8gb-16gb-32gb-64gb-128gb-memory-card-2-gb-4-gb-8-gb-16-gb-32-gb-64-gb-128gb-micro-sd-249548085.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/0845942/1.jpg?5340,
, 649,,46%,https://www.jumia.co.ke/generic-1.8m-display-port-dp-to-hdmi-cable-152577491.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/4775251/1.jpg?2073,
, 849,,23%,https://www.jumia.co.ke/generic-mouse-pad-80-30-cm-keyboard-mat-gaming-mouse-pad-thick-large-extended-keyboard-mat.-64249067.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/094246/1.jpg?1142,
, 595,,8%,https://www.jumia.co.ke/generic-sata-to-usb-3.0-adapter-cable-for-2.5-inch-hddssd-hard-drive-adapter-converter-connector-285152928.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/9251582/1.jpg?5320,
, 383,,51%,https://www.jumia.co.ke/generic-hub-usb-hub-3-0-adapter-4-port-usb-3.0-high-speed-gray-171174338.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/3471171/1.jpg?9212,
, 508,,36%,https://www.jumia.co.ke/generic-hdmi-to-vga-adapter-1080p-for-laptoppcdesktop-206845986.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/9548602/1.jpg?7327,
, 550,,50%,https://www.jumia.co.ke/generic-bluetooth-rechargeable-mouse-126326002.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/0623621/1.jpg?1547,
, 259,,35%,https://www.jumia.co.ke/generic-mouse-mat-pc-wrist-rest-support-121539330.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/3935121/1.jpg?1167,
, 690,,43%,https://www.jumia.co.ke/generic-wireless-2.4g-mouse-rechargeable-5.2-bluetooth-silent-mouse-268738717.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/7837862/1.jpg?2196,
, 6599,,34%,https://www.jumia.co.ke/bebe-new-edition-kids-tablet-128gb4gb-270924754.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/7429072/1.jpg?3243,
, 299 -  2752,,51%,https://www.jumia.co.ke/generic-utp-cat-6-patch-cord-1.5m-3m-5m-10m-20m-50m-264593249.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/2395462/1.jpg?3550,
, 249 -  899,,49%,https://www.jumia.co.ke/generic-vga-cable-1.5m-3m-5m10m-72957010.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/075927/1.jpg?3453,
, 508,,36%,https://www.jumia.co.ke/generic-hdmi-to-vga-adapter-1080p-for-laptoppcdesktop-206845986.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/9548602/1.jpg?7327,
, 328,,49%,https://www.jumia.co.ke/richripple-colorful-led-wired-mice-ergonomic-business-mouse-5500-dpi-gaming-mouse-304776125.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/1677403/1.jpg?6112,
, 700,,46%,https://www.jumia.co.ke/generic-3-in-1-otg-usb-flash-drive-black-128gb-171361965.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/9163171/1.jpg?6781,
, 690,,43%,https://www.jumia.co.ke/generic-wireless-2.4g-mouse-rechargeable-5.2-bluetooth-silent-mouse-268738717.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/7837862/1.jpg?2196,
, 450,,19%,https://www.jumia.co.ke/generic-3-in-1-usb-flash-drive-128g-black-266472780.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/7274662/1.jpg?5535,
, 459,,43%,https://www.jumia.co.ke/qwen-wireless-mouse-rechargeable-slient-mouse-2.4ghz-47820740.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/702874/1.jpg?0621,
, 299,,45%,https://www.jumia.co.ke/sxchen-new-tablet-sleeve-laptop-bag-tablet-sleeve-13-14-15.6-inch-191144571.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/5441191/1.jpg?7256,
, 1057,,25%,https://www.jumia.co.ke/generic-2.4g-wifi-repeater-300mbps-rj45-port-network-extender-remote-router-223210347.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/3012322/1.jpg?1020,
, 725,,42%,https://www.jumia.co.ke/generic-2.4g-wireless-gaming-mouse-rgb-rechargeable-mice-silent-mouse-153323208.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/2323351/1.jpg?1639,
, 549,,45%,https://www.jumia.co.ke/64gb-usb-flash-drive-portable-flash-disks-metal-qwen-mpg6782335.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/3946892/1.jpg?6055,
, 391,,44%,https://www.jumia.co.ke/richripple-wireless-mouse-2.4gportable-optical-office-mouse-photoelectric-with-usb-receiver-225804249.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/2408522/1.jpg?0091,
, 350,,49%,https://www.jumia.co.ke/generic-foldable-plastic-metal-laptop-stand-black-169371541.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/5173961/1.jpg?4852,
, 750,,50%,https://www.jumia.co.ke/generic-laptop-fan-stand-black-283716828.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/8617382/1.jpg?8391,
, 766,,37%,https://www.jumia.co.ke/gueeton-128-gb-otg-usb-flash-drive-adapter-type-c-3-units-in-1-set-58943082.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/034985/1.jpg?0665,
, 11999,,14%,https://www.jumia.co.ke/canon-pixma-ts3440-a4-wireless-printer-print-copy-scan-black-306370396.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/3073603/1.jpg?2893,
, 23999,,20%,https://www.jumia.co.ke/canon-pixma-g3410-megatank-mfp-wireless-printer-1yr-wrty-190819633.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/6918091/1.jpg?2346,
, 22999,,8%,https://www.jumia.co.ke/canon-pixma-g2430-megatank-mfp-printer-1yr-wrty-190611546.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/5116091/1.jpg?7030,
, 21999,,12%,https://www.jumia.co.ke/canon-pixma-g2430-megatank-mfp-printer-calculator-sling-bag-1yr-wrty-284565602.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/6565482/1.jpg?7126,
, 22999,,12%,https://www.jumia.co.ke/canon-pixma-g2410-megatank-mfp-printer-1yr-wrty-190579750.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/7975091/1.jpg?6180,
, 198000,,7%,https://www.jumia.co.ke/canon-imagerunner-2425i-multifunction-all-in-one-printer-1yr-wrty-191021129.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/1120191/1.jpg?6159,
, 34999,,13%,https://www.jumia.co.ke/canon-i-sensys-mf3010-multifunction-black-white-printer-1yr-wrty-190999463.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/4999091/1.jpg?1992,
, 65000,,50%,https://www.jumia.co.ke/canon-i-sensys-mf752cdw-a4-colour-multifunction-laser-printer.-255128917.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/9821552/1.jpg?7445,
, 49999,,17%,https://www.jumia.co.ke/canon-pixma-g640-all-in-one-wireless-photo-printer-1yr-wrty-190830867.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/8038091/1.jpg?7766,
, 19999,,17%,https://www.jumia.co.ke/canon-i-sensys-lbp223dw-monochrome-laser-printerup-to-33-ppm-1yr-wrty-169407071.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/0704961/1.jpg?1924,
, 23999,,8%,https://www.jumia.co.ke/canon-pixma-g2430-megatank-mfp-printer-calculator-sling-bag-paper-rim-1yr-wrty-284565836.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/8565482/1.jpg?7163,
, 19999,,33%,https://www.jumia.co.ke/canon-i-sensys-lbp226dw-equivalent-of-hp-laserjet-pro-4003dw-wireless-monochrome-laser-printer-1yr-wrty-274457342.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/3754472/1.jpg?1432,
, 494000,,1%,https://www.jumia.co.ke/canon-imagerunner-c3326i-multifunction-colour-a3-printer-1yr-wrty-190928348.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/3829091/1.jpg?9848,
, 24999,,11%,https://www.jumia.co.ke/canon-pixma-g2430-megatank-mfp-printerrim64gb-flash-disk-1yr-wrty-190565660.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/6565091/1.jpg?6172,
, 88999,,7%,https://www.jumia.co.ke/canon-i-sensys-mf752cdw-multifunction-wireless-colour-printer-1yr-wrty-190853631.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/6358091/1.jpg?2677,
"Starlink Mini kit : High-Speed, Low-Latency Internet, Wi-Fi 5", 27000, 30000,,https://www.jumia.co.ke/customer/account/login/?tkWl=BR269EA3SSAB8NAFAMZ-409482340&return=%2Fcomputing%2F%3Fpage%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/7475082/1.jpg?1391,4.6 out of 5(45)
GUEETON 128GB Metal OTG Usb Flash Drive Waterproof 3D Embossment, 558, 1044,,https://www.jumia.co.ke/customer/account/login/?tkWl=GE840EA1BKT7BNAFAMZ-116177731&return=%2Fcomputing%2F%3Fpage%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/912919/1.jpg?5395,3.5 out of 5(1714)
UWY 128GB Pendrive Flash  Drive Metal High Speed, 638, 1105,,,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/4804141/1.jpg?1968,3.6 out of 5(512)
"Starlink Standard Kit: High-Speed, Low-Latency Internet with Gen 3 Router, Wi-Fi 6", 39999, 69999,,https://www.jumia.co.ke/customer/account/login/?tkWl=BR269EA3MTY9GNAFAMZ-409482339&return=%2Fcomputing%2F%3Fpage%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/7475082/1.jpg?4730,4.6 out of 5(36)
GUEETON 2.4G  Bluetooth Dual Mode Rechargeable Wireless Mouse Black, 380, 590,,https://www.jumia.co.ke/customer/account/login/?tkWl=GE840EA1Z3LMDNAFAMZ-200975018&return=%2Fcomputing%2F%3Fpage%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/4207251/1.jpg?0664,4.4 out of 5(294)
